reaction,direction,source,coenzyme,equation,reactants,products,reactant_gen,product_gen,generation,reaction_id,ec_list
R00159_v2,reverse,KEGG (Modified),Ca,C00015 + C00009 + Z00055 => C00075 + C00001 + Z00055,C00015 + C00009 + Z00055,C00075 + C00001 + Z00055,38.0,39.0,38.5,R00159,"3.6.1.39, 3.6.1.5"
R00159_v3,reverse,KEGG (Modified),Mg,C00015 + C00009 + Z00029 => C00075 + C00001 + Z00029,C00015 + C00009 + Z00029,C00075 + C00001 + Z00029,38.0,39.0,38.5,R00159,"3.6.1.39, 3.6.1.5"
R04031_v2,reverse,KEGG (Modified),"Thiamine diphosphate, M2",C05817 + Z00069 + Z00047 => C02730 + C00001 + Z00069 + Z00047,C05817 + Z00069 + Z00047,C02730 + C00001 + Z00069 + Z00047,38.0,39.0,38.5,R04031,4.2.1.113
R04031_v1,reverse,KEGG (Modified),"Mn, Thiamine diphosphate",C05817 + Z00047 + Z00030 => C02730 + C00001 + Z00047 + Z00030,C05817 + Z00047 + Z00030,C02730 + C00001 + Z00047 + Z00030,38.0,39.0,38.5,R04031,4.2.1.113
R10964,forward,KEGG,,C00019 + C00082 => C00021 + C20800,C00019 + C00082,C00021 + C20800,38.0,39.0,38.5,R10964,2.1.1.304
R10246_v2,forward,KEGG (Modified),Generic FeS,C00082 + C00019 + C00030 + Z00063 => C15809 + C01468 + C05198 + C00073 + C00028 + Z00063,C00082 + C00019 + C00030 + Z00063,C15809 + C01468 + C05198 + C00073 + C00028 + Z00063,38.0,39.0,38.5,R10246,4.1.99.19
R10246_v1,forward,KEGG (Modified),4Fe4S,C00082 + C00019 + C00030 + Z00002 => C15809 + C01468 + C05198 + C00073 + C00028 + Z00002,C00082 + C00019 + C00030 + Z00002,C15809 + C01468 + C05198 + C00073 + C00028 + Z00002,38.0,39.0,38.5,R10246,4.1.99.19
R00159_v1,reverse,KEGG (Modified),Mn,C00015 + C00009 + Z00030 => C00075 + C00001 + Z00030,C00015 + C00009 + Z00030,C00075 + C00001 + Z00030,38.0,39.0,38.5,R00159,"3.6.1.39, 3.6.1.5"
R02484_v1,reverse,KEGG (Modified),K,C00106 + C00672 + Z00026 => C00526 + C00009 + Z00026,C00106 + C00672 + Z00026,C00526 + C00009 + Z00026,38.0,39.0,38.5,R02484,"2.4.2.2, 2.4.2.3, 2.4.2.4"
R09078,forward,KEGG,,C00741 + C00004 + C00080 => C01769 + C00003,C00741 + C00004 + C00080,C01769 + C00003,38.0,39.0,38.5,R09078,1.1.1.304
R00624_v2,reverse,KEGG (Modified),Zn,C01450 + C00004 + C00080 + Z00054 => C01612 + C00003 + Z00054,C01450 + C00004 + C00080 + Z00054,C01612 + C00003 + Z00054,38.0,39.0,38.5,R00624,1.1.1.1
R00624_v1,reverse,KEGG (Modified),Fe,C01450 + C00004 + C00080 + Z00015 => C01612 + C00003 + Z00015,C01450 + C00004 + C00080 + Z00015,C01612 + C00003 + Z00015,38.0,39.0,38.5,R00624,1.1.1.1
R08024,forward,KEGG,,C16423 => C09789,C16423,C09789,38.0,39.0,38.5,R08024,
R03508_v1,forward,KEGG (Modified),Mg,C01302 + Z00029 => C03506 + C00011 + C00001 + Z00029,C01302 + Z00029,C03506 + C00011 + C00001 + Z00029,38.0,39.0,38.5,R03508,4.1.1.48
R02343,reverse,KEGG,,C00741 + C00004 + C00080 => C00466 + C00003,C00741 + C00004 + C00080,C00466 + C00003,38.0,39.0,38.5,R02343,
R00736_v1,forward,KEGG (Modified),PLP,C00082 + Z00035 + C00082 + Z00035 => C00483 + C00011 + Z00035 + C00483 + C00011 + Z00035,C00082 + Z00035 + C00082 + Z00035,C00483 + C00011 + Z00035 + C00483 + C00011 + Z00035,38.0,39.0,38.5,R00736,"4.1.1.25, 4.1.1.28"
R00735,forward,KEGG,,C00002 + C00082 + C00062 => C00020 + C00013 + C02993,C00002 + C00082 + C00062,C00020 + C00013 + C02993,38.0,39.0,38.5,R00735,6.3.2.24
R00503,reverse,KEGG,,C00015 + C00243 => C00052 + C00031,C00015 + C00243,C00052 + C00031,38.0,39.0,38.5,R00503,2.4.1.22
R10035,reverse,KEGG,,C03742 + C00221 => C05143 + C00001,C03742 + C00221,C05143 + C00001,38.0,39.0,38.5,R10035,3.2.1.21
R01055_v2,forward,KEGG (Modified),Mn,C00106 + C00117 + Z00030 => C01168 + C00001 + Z00030,C00106 + C00117 + Z00030,C01168 + C00001 + Z00030,38.0,39.0,38.5,R01055,4.2.1.70
R01055_v1,forward,KEGG (Modified),Co,C00106 + C00117 + Z00006 => C01168 + C00001 + Z00006,C00106 + C00117 + Z00006,C01168 + C00001 + Z00006,38.0,39.0,38.5,R01055,4.2.1.70
R08615_v1,reverse,KEGG (Modified),Mn,C00015 + C00191 + Z00030 => C00167 + C00001 + Z00030,C00015 + C00191 + Z00030,C00167 + C00001 + Z00030,38.0,39.0,38.5,R08615,2.4.1.17
R00156_v1,forward,KEGG (Modified),Mg,C00002 + C00015 + Z00029 => C00008 + C00075 + Z00029,C00002 + C00015 + Z00029,C00008 + C00075 + Z00029,38.0,39.0,38.5,R00156,2.7.4.6
R03557,reverse,KEGG,,C01450 + C00005 + C00080 => C01612 + C00006,C01450 + C00005 + C00080,C01612 + C00006,38.0,39.0,38.5,R03557,1.1.1.184
R11568,forward,KEGG,,2C19831 => C21473 + C00001,2C19831,C21473 + C00001,38.0,39.0,38.5,R11568,
R00699_v1,forward,KEGG (Modified),PLP,C00079 + Z00035 + C00079 + Z00035 => C05332 + C00011 + Z00035 + C05332 + C00011 + Z00035,C00079 + Z00035 + C00079 + Z00035,C05332 + C00011 + Z00035 + C05332 + C00011 + Z00035,38.0,39.0,38.5,R00699,"4.1.1.28, 4.1.1.53"
R02949,forward,KEGG,,C00810 => C01769,C00810,C01769,38.0,39.0,38.5,R02949,5.1.2.4
R02946_v1,reverse,KEGG (Modified),Zn,C00810 + C00004 + C00080 + Z00054 => C03044 + C00003 + Z00054,C00810 + C00004 + C00080 + Z00054,C03044 + C00003 + Z00054,38.0,39.0,38.5,R02946,1.1.1.4
R01878_v1,reverse,KEGG (Modified),Zn,C00299 + C00014 + Z00054 => C00475 + C00001 + Z00054,C00299 + C00014 + Z00054,C00475 + C00001 + Z00054,38.0,39.0,38.5,R01878,3.5.4.5
R01877_v2,reverse,KEGG (Modified),Zn,C00299 + C00009 + Z00054 => C01368 + C00001 + Z00054,C00299 + C00009 + Z00054,C01368 + C00001 + Z00054,38.0,39.0,38.5,R01877,3.1.3.6
R01877_v1,reverse,KEGG (Modified),M2,C00299 + C00009 + Z00069 => C01368 + C00001 + Z00069,C00299 + C00009 + Z00069,C01368 + C00001 + Z00069,38.0,39.0,38.5,R01877,3.1.3.6
pqq,forward,Manual,,C00019 + C00025 + C00082 => C00113,C00019 + C00025 + C00082,C00113,38.0,39.0,38.5,pqq,
R05137_v1,forward,KEGG (Modified),Glutathione,C06203 + Z00023 => C06204 + Z00023,C06203 + Z00023,C06204 + Z00023,38.0,39.0,38.5,R05137,5.99.1.4
R00157,reverse,KEGG,,C00015 + C00008 => C00075 + C00020,C00015 + C00008,C00075 + C00020,38.0,39.0,38.5,R00157,2.7.4.10
R00659_v1,reverse,KEGG (Modified),M2,C00015 + C00074 + Z00069 => C00075 + C00022 + Z00069,C00015 + C00074 + Z00069,C00075 + C00022 + Z00069,38.0,39.0,38.5,R00659,2.7.1.40
R00159_v4,reverse,KEGG (Modified),M2,C00015 + C00009 + Z00069 => C00075 + C00001 + Z00069,C00015 + C00009 + Z00069,C00075 + C00001 + Z00069,38.0,39.0,38.5,R00159,"3.6.1.39, 3.6.1.5"
R02536,forward,KEGG,,C00601 + C00003 + C00001 => C07086 + C00004 + C00080,C00601 + C00003 + C00001,C07086 + C00004 + C00080,38.0,39.0,38.5,R02536,"1.2.1.39, 1.2.1.5"
R04234_v1,reverse,KEGG (Modified),PLP,C03590 + C00025 + Z00035 => C03493 + C00026 + Z00035,C03590 + C00025 + Z00035,C03493 + C00026 + Z00035,38.0,39.0,38.5,R04234,2.6.1.72
R11306_v1,reverse,KEGG (Modified),Mg,C01083 + C00015 + Z00029 => C00029 + C00031 + Z00029,C01083 + C00015 + Z00029,C00029 + C00031 + Z00029,38.0,39.0,38.5,R11306,2.4.1.245
R04249,forward,KEGG,,C03557 => C05678,C03557,C05678,38.0,39.0,38.5,R04249,
R11363,forward,KEGG,,C21306 => C21307,C21306,C21307,38.0,39.0,38.5,R11363,
R02737_v1,reverse,KEGG (Modified),Mg,C00015 + C00689 + Z00029 => C00029 + C00668 + Z00029,C00015 + C00689 + Z00029,C00029 + C00668 + Z00029,38.0,39.0,38.5,R02737,2.4.1.15
R01209_v1,forward,KEGG (Modified),4Fe4S,C04039 + Z00002 => C00141 + C00001 + Z00002,C04039 + Z00002,C00141 + C00001 + Z00002,38.0,39.0,38.5,R01209,4.2.1.9
R01192_v1,reverse,KEGG (Modified),M2,C00015 + C01235 + Z00069 => C00052 + C00137 + Z00069,C00015 + C01235 + Z00069,C00052 + C00137 + Z00069,38.0,39.0,38.5,R01192,2.4.1.123
R11066,forward,KEGG,,C21085 => C21086,C21085,C21086,38.0,39.0,38.5,R11066,
R02615,reverse,KEGG,,C00601 => C02083,C00601,C02083,38.0,39.0,38.5,R02615,5.3.99.7
R00976,forward,KEGG,,C00106 + C00028 + C00001 => C00813 + C00030,C00106 + C00028 + C00001,C00813 + C00030,38.0,39.0,38.5,R00976,1.17.99.4
R00659_v2,reverse,KEGG (Modified),"K, Mg",C00015 + C00074 + Z00026 + Z00029 => C00075 + C00022 + Z00026 + Z00029,C00015 + C00074 + Z00026 + Z00029,C00075 + C00022 + Z00026 + Z00029,38.0,39.0,38.5,R00659,2.7.1.40
R00967,reverse,KEGG,,C00015 + C00105 => C00075 + C00299,C00015 + C00105,C00075 + C00299,38.0,39.0,38.5,R00967,
R01304,reverse,KEGG,,C00015 + C03993 => C00029 + C00156,C00015 + C03993,C00029 + C00156,38.0,39.0,38.5,R01304,2.4.1.194
R08588_v2,forward,KEGG (Modified),Generic FeS,C17010 + C00019 + Z00063 => C17017 + C05198 + C00073 + Z00063,C17010 + C00019 + Z00063,C17017 + C05198 + C00073 + Z00063,38.0,39.0,38.5,R08588,1.21.98.1
R08588_v1,forward,KEGG (Modified),4Fe4S,C17010 + C00019 + Z00002 => C17017 + C05198 + C00073 + Z00002,C17010 + C00019 + Z00002,C17017 + C05198 + C00073 + Z00002,38.0,39.0,38.5,R08588,1.21.98.1
R00978_v1,reverse,KEGG (Modified),"4Fe4S, FAD, FMN",C00106 + C00005 + C00080 + Z00002 + Z00014 + Z00013 => C00429 + C00006 + Z00002 + Z00014 + Z00013,C00106 + C00005 + C00080 + Z00002 + Z00014 + Z00013,C00429 + C00006 + Z00002 + Z00014 + Z00013,38.0,39.0,38.5,R00978,1.3.1.2
R00766_v1,reverse,KEGG (Modified),Mn,C00015 + C02591 + Z00030 => C00029 + C00085 + Z00030,C00015 + C02591 + Z00030,C00029 + C00085 + Z00030,38.0,39.0,38.5,R00766,2.4.1.14
R00973,reverse,KEGG,,C00106 + C00011 => C03030,C00106 + C00011,C03030,38.0,39.0,38.5,R00973,4.1.1.66
R11493,forward,KEGG,,2C19831 => 2C00001 + C21408,2C19831,2C00001 + C21408,38.0,39.0,38.5,R11493,
R00766_v2,reverse,KEGG (Modified),Mg,C00015 + C02591 + Z00029 => C00029 + C00085 + Z00029,C00015 + C02591 + Z00029,C00029 + C00085 + Z00029,38.0,39.0,38.5,R00766,2.4.1.14
R04304_v1,reverse,KEGG (Modified),Zn,C03765 + C00004 + C00080 + Z00054 => C06044 + C00003 + Z00054,C03765 + C00004 + C00080 + Z00054,C06044 + C00003 + Z00054,38.0,39.0,38.5,R04304,1.1.1.90
R00769_v1,reverse,KEGG (Modified),Mg,C00015 + C00354 + Z00029 => C00075 + C00085 + Z00029,C00015 + C00354 + Z00029,C00075 + C00085 + Z00029,38.0,39.0,38.5,R00769,2.7.1.11
R06790,forward,KEGG,,C07086 => C00642,C07086,C00642,39.0,39.0,39.0,R06790,
R00502_v2,forward,KEGG (Modified),Mg,C00075 + C00446 + Z00029 => C00013 + C00052 + Z00029,C00075 + C00446 + Z00029,C00013 + C00052 + Z00029,39.0,39.0,39.0,R00502,"2.7.7.10, 2.7.7.64"
R01381_v1,forward,KEGG (Modified),Mn,C00075 + C05385 + Z00030 => C00013 + C00167 + Z00030,C00075 + C05385 + Z00030,C00013 + C00167 + Z00030,39.0,39.0,39.0,R01381,"2.7.7.44, 2.7.7.64"
R00502_v2,reverse,KEGG (Modified),Mg,C00013 + C00052 + Z00029 => C00075 + C00446 + Z00029,C00013 + C00052 + Z00029,C00075 + C00446 + Z00029,39.0,39.0,39.0,R00502,"2.7.7.10, 2.7.7.64"
R11569,forward,KEGG,,C21473 => C21408 + C00001,C21473,C21408 + C00001,39.0,39.0,39.0,R11569,
R04296,reverse,KEGG,,C00015 + C05143 => C00029 + C03742,C00015 + C05143,C00029 + C03742,39.0,39.0,39.0,R04296,2.4.1.85
R01381_v1,reverse,KEGG (Modified),Mn,C00013 + C00167 + Z00030 => C00075 + C05385 + Z00030,C00013 + C00167 + Z00030,C00075 + C05385 + Z00030,39.0,39.0,39.0,R01381,"2.7.7.44, 2.7.7.64"
R00416_v1,reverse,KEGG (Modified),Co,C00013 + C00043 + Z00006 => C00075 + C04501 + Z00006,C00013 + C00043 + Z00006,C00075 + C04501 + Z00006,39.0,39.0,39.0,R00416,2.7.7.23
R00416_v2,forward,KEGG (Modified),Mn,C00075 + C04501 + Z00030 => C00013 + C00043 + Z00030,C00075 + C04501 + Z00030,C00013 + C00043 + Z00030,39.0,39.0,39.0,R00416,2.7.7.23
R00416_v2,reverse,KEGG (Modified),Mn,C00013 + C00043 + Z00030 => C00075 + C04501 + Z00030,C00013 + C00043 + Z00030,C00075 + C04501 + Z00030,39.0,39.0,39.0,R00416,2.7.7.23
R00416_v3,forward,KEGG (Modified),Ca,C00075 + C04501 + Z00055 => C00013 + C00043 + Z00055,C00075 + C04501 + Z00055,C00013 + C00043 + Z00055,39.0,39.0,39.0,R00416,2.7.7.23
R00416_v3,reverse,KEGG (Modified),Ca,C00013 + C00043 + Z00055 => C00075 + C04501 + Z00055,C00013 + C00043 + Z00055,C00075 + C04501 + Z00055,39.0,39.0,39.0,R00416,2.7.7.23
R00416_v4,forward,KEGG (Modified),Mg,C00075 + C04501 + Z00029 => C00013 + C00043 + Z00029,C00075 + C04501 + Z00029,C00013 + C00043 + Z00029,39.0,39.0,39.0,R00416,2.7.7.23
R01381_v2,forward,KEGG (Modified),Mg,C00075 + C05385 + Z00029 => C00013 + C00167 + Z00029,C00075 + C05385 + Z00029,C00013 + C00167 + Z00029,39.0,39.0,39.0,R01381,"2.7.7.44, 2.7.7.64"
R00416_v4,reverse,KEGG (Modified),Mg,C00013 + C00043 + Z00029 => C00075 + C04501 + Z00029,C00013 + C00043 + Z00029,C00075 + C04501 + Z00029,39.0,39.0,39.0,R00416,2.7.7.23
R10504,forward,KEGG,,C20657 + C00003 => C01769 + C00004 + C00080,C20657 + C00003,C01769 + C00004 + C00080,39.0,39.0,39.0,R10504,
R00291_v1,forward,KEGG (Modified),NAD/NADP,C00029 + Z00032 => C00052 + Z00032,C00029 + Z00032,C00052 + Z00032,39.0,39.0,39.0,R00291,5.1.3.2
R00420,reverse,KEGG,,C01170 => C00043,C01170,C00043,39.0,39.0,39.0,R00420,5.1.3.14
R00291_v1,reverse,KEGG (Modified),NAD/NADP,C00052 + Z00032 => C00029 + Z00032,C00052 + Z00032,C00029 + Z00032,39.0,39.0,39.0,R00291,5.1.3.2
R00955_v1,reverse,KEGG (Modified),Zn,C00103 + C00052 + Z00054 => C00029 + C00446 + Z00054,C00103 + C00052 + Z00054,C00029 + C00446 + Z00054,39.0,39.0,39.0,R00955,2.7.7.12
R00955_v1,forward,KEGG (Modified),Zn,C00029 + C00446 + Z00054 => C00103 + C00052 + Z00054,C00029 + C00446 + Z00054,C00103 + C00052 + Z00054,39.0,39.0,39.0,R00955,2.7.7.12
R00289_v1,reverse,KEGG (Modified),"Mg, Mn",C00013 + C00029 + Z00029 + C00013 + C00029 + Z00030 => C00075 + C00103 + Z00029 + C00075 + C00103 + Z00030,C00013 + C00029 + Z00029 + C00013 + C00029 + Z00030,C00075 + C00103 + Z00029 + C00075 + C00103 + Z00030,39.0,39.0,39.0,R00289,"2.7.7.64, 2.7.7.9"
R00289_v1,forward,KEGG (Modified),"Mg, Mn",C00075 + C00103 + Z00029 + C00075 + C00103 + Z00030 => C00013 + C00029 + Z00029 + C00013 + C00029 + Z00030,C00075 + C00103 + Z00029 + C00075 + C00103 + Z00030,C00013 + C00029 + Z00029 + C00013 + C00029 + Z00030,39.0,39.0,39.0,R00289,"2.7.7.64, 2.7.7.9"
R00286,reverse,KEGG,,2C00004 + 2C00080 + C00167 => 2C00003 + C00029 + C00001,2C00004 + 2C00080 + C00167,2C00003 + C00029 + C00001,39.0,39.0,39.0,R00286,1.1.1.22
R00286,forward,KEGG,,2C00003 + C00029 + C00001 => 2C00004 + 2C00080 + C00167,2C00003 + C00029 + C00001,2C00004 + 2C00080 + C00167,39.0,39.0,39.0,R00286,1.1.1.22
R00420,forward,KEGG,,C00043 => C01170,C00043,C01170,39.0,39.0,39.0,R00420,5.1.3.14
R00502_v1,forward,KEGG (Modified),Mn,C00075 + C00446 + Z00030 => C00013 + C00052 + Z00030,C00075 + C00446 + Z00030,C00013 + C00052 + Z00030,39.0,39.0,39.0,R00502,"2.7.7.10, 2.7.7.64"
R00502_v1,reverse,KEGG (Modified),Mn,C00013 + C00052 + Z00030 => C00075 + C00446 + Z00030,C00013 + C00052 + Z00030,C00075 + C00446 + Z00030,39.0,39.0,39.0,R00502,"2.7.7.10, 2.7.7.64"
R00289_v2,forward,KEGG (Modified),Mg,C00075 + C00103 + Z00029 => C00013 + C00029 + Z00029,C00075 + C00103 + Z00029,C00013 + C00029 + Z00029,39.0,39.0,39.0,R00289,"2.7.7.64, 2.7.7.9"
R10504,reverse,KEGG,,C01769 + C00004 + C00080 => C20657 + C00003,C01769 + C00004 + C00080,C20657 + C00003,39.0,39.0,39.0,R10504,
R00416_v1,forward,KEGG (Modified),Co,C00075 + C04501 + Z00006 => C00013 + C00043 + Z00006,C00075 + C04501 + Z00006,C00013 + C00043 + Z00006,39.0,39.0,39.0,R00416,2.7.7.23
R01381_v2,reverse,KEGG (Modified),Mg,C00013 + C00167 + Z00029 => C00075 + C05385 + Z00029,C00013 + C00167 + Z00029,C00075 + C05385 + Z00029,39.0,39.0,39.0,R01381,"2.7.7.44, 2.7.7.64"
R04296,forward,KEGG,,C00029 + C03742 => C00015 + C05143,C00029 + C03742,C00015 + C05143,39.0,39.0,39.0,R04296,2.4.1.85
R00289_v2,reverse,KEGG (Modified),Mg,C00013 + C00029 + Z00029 => C00075 + C00103 + Z00029,C00013 + C00029 + Z00029,C00075 + C00103 + Z00029,39.0,39.0,39.0,R00289,"2.7.7.64, 2.7.7.9"
R02236,forward,KEGG,,C00415 + C00006 => C00504 + C00005 + C00080,C00415 + C00006,C00504 + C00005 + C00080,39.0,40.0,39.5,R02236,1.5.1.3
R00511_v4,reverse,KEGG (Modified),Mn,C00475 + C00009 + Z00030 => C00055 + C00001 + Z00030,C00475 + C00009 + Z00030,C00055 + C00001 + Z00030,39.0,40.0,39.5,R00511,"3.1.3.5, 3.1.3.91"
R00511_v5,reverse,KEGG (Modified),Mg,C00475 + C00009 + Z00029 => C00055 + C00001 + Z00029,C00475 + C00009 + Z00029,C00055 + C00001 + Z00029,39.0,40.0,39.5,R00511,"3.1.3.5, 3.1.3.91"
R00513_v1,forward,KEGG (Modified),"Mg, Mn",C00002 + C00475 + Z00029 + C00002 + C00475 + Z00030 => C00008 + C00055 + Z00029 + C00008 + C00055 + Z00030,C00002 + C00475 + Z00029 + C00002 + C00475 + Z00030,C00008 + C00055 + Z00029 + C00008 + C00055 + Z00030,39.0,40.0,39.5,R00513,"2.7.1.213, 2.7.1.48"
R00511_v1,reverse,KEGG (Modified),"Mg, Zn",C00475 + C00009 + Z00029 + C00475 + C00009 + Z00054 => C00055 + C00001 + Z00029 + C00055 + C00001 + Z00054,C00475 + C00009 + Z00029 + C00475 + C00009 + Z00054,C00055 + C00001 + Z00029 + C00055 + C00001 + Z00054,39.0,40.0,39.5,R00511,"3.1.3.5, 3.1.3.91"
R02722_v1,forward,KEGG (Modified),PLP,C00065 + C03506 + Z00035 => C00078 + C00118 + C00001 + Z00035,C00065 + C03506 + Z00035,C00078 + C00118 + C00001 + Z00035,39.0,40.0,39.5,R02722,4.2.1.20
R00421,forward,KEGG,,2C00003 + C00043 + C00001 => 2C00004 + 2C00080 + C04573,2C00003 + C00043 + C00001,2C00004 + 2C00080 + C04573,39.0,40.0,39.5,R00421,1.1.1.136
R00422,forward,KEGG,,C00043 => C05005,C00043,C05005,39.0,40.0,39.5,R00422,
R00418_v1,forward,KEGG (Modified),NAD/NADP,C00043 + Z00032 + C00043 + Z00032 => C00203 + Z00032 + C00203 + Z00032,C00043 + Z00032 + C00043 + Z00032,C00203 + Z00032 + C00203 + Z00032,39.0,40.0,39.5,R00418,"5.1.3.2, 5.1.3.7"
R00511_v3,reverse,KEGG (Modified),M2,C00475 + C00009 + Z00069 => C00055 + C00001 + Z00069,C00475 + C00009 + Z00069,C00055 + C00001 + Z00069,39.0,40.0,39.5,R00511,"3.1.3.5, 3.1.3.91"
R02238,forward,KEGG,,C00002 + C00058 + C00415 => C00008 + C00009 + C03204,C00002 + C00058 + C00415,C00008 + C00009 + C03204,39.0,40.0,39.5,R02238,6.3.4.17
R10880,forward,KEGG,,5C00002 + 3C12323 + C00062 + C00065 + C00001 => 5C00020 + 5C00013 + C17355 + C20910,5C00002 + 3C12323 + C00062 + C00065 + C00001,5C00020 + 5C00013 + C17355 + C20910,39.0,40.0,39.5,R10880,
R10785,forward,KEGG,,C00043 + C00003 => C20849 + C00004 + C00080,C00043 + C00003,C20849 + C00004 + C00080,39.0,40.0,39.5,R10785,1.1.1.374
R11180_v1,forward,KEGG (Modified),Mg,C01168 + C00001 + Z00029 => C02067 + C00009 + Z00029,C01168 + C00001 + Z00029,C02067 + C00009 + Z00029,39.0,40.0,39.5,R11180,3.1.3.96
R02235,forward,KEGG,,C00415 + C00003 => C00504 + C00004 + C00080,C00415 + C00003,C00504 + C00004 + C00080,39.0,40.0,39.5,R02235,1.5.1.3
R00501,forward,KEGG,,2C00003 + C00052 + C00001 => 2C00004 + 2C00080 + C00617,2C00003 + C00052 + C00001,2C00004 + 2C00080 + C00617,39.0,40.0,39.5,R00501,
RZ_224,forward,KEGG,,C00113 => Z00022,C00113,Z00022,39.0,40.0,39.5,RZ,
R01211_v1,reverse,KEGG (Modified),"Co, K",C00141 + C00011 + C00004 + C00080 + Z00026 + Z00006 => C01088 + C00003 + Z00026 + Z00006,C00141 + C00011 + C00004 + C00080 + Z00026 + Z00006,C01088 + C00003 + Z00026 + Z00006,39.0,40.0,39.5,R01211,1.1.1.84
R09697_v1,forward,KEGG (Modified),NAD/NADP,C00043 + Z00032 => C19823 + C00001 + Z00032,C00043 + Z00032,C19823 + C00001 + Z00032,39.0,40.0,39.5,R09697,4.2.1.115
R05080,reverse,KEGG,,C06037 + C00052 => C06036 + C00015,C06037 + C00052,C06036 + C00015,39.0,40.0,39.5,R05080,
R05083,forward,KEGG,,C06044 + C00029 => C06046 + C00015,C06044 + C00029,C06046 + C00015,39.0,40.0,39.5,R05083,
R00571_v1,forward,KEGG (Modified),Mg,C00002 + C00075 + C00014 + Z00029 => C00008 + C00009 + C00063 + Z00029,C00002 + C00075 + C00014 + Z00029,C00008 + C00009 + C00063 + Z00029,39.0,40.0,39.5,R00571,6.3.4.2
R02102_v3,reverse,KEGG (Modified),"Mg, M2",C00526 + C00009 + Z00029 + C00526 + C00009 + Z00069 => C00365 + C00001 + Z00029 + C00365 + C00001 + Z00069,C00526 + C00009 + Z00029 + C00526 + C00009 + Z00069,C00365 + C00001 + Z00029 + C00365 + C00001 + Z00069,39.0,40.0,39.5,R02102,"3.1.3.5, 3.1.3.89"
R08041,reverse,KEGG,,C01468 => C16401,C01468,C16401,39.0,40.0,39.5,R08041,
R02102_v5,reverse,KEGG (Modified),Mg,C00526 + C00009 + Z00029 => C00365 + C00001 + Z00029,C00526 + C00009 + Z00029,C00365 + C00001 + Z00029,39.0,40.0,39.5,R02102,"3.1.3.5, 3.1.3.89"
R00573_v1,forward,KEGG (Modified),Mg,C00002 + C00075 + C00064 + C00001 + Z00029 => C00008 + C00009 + C00063 + C00025 + Z00029,C00002 + C00075 + C00064 + C00001 + Z00029,C00008 + C00009 + C00063 + C00025 + Z00029,39.0,40.0,39.5,R00573,6.3.4.2
R00568,reverse,KEGG,,C00075 + C00014 => C00063 + C00001,C00075 + C00014,C00063 + C00001,39.0,40.0,39.5,R00568,
R01211_v2,reverse,KEGG (Modified),"K, Mn",C00141 + C00011 + C00004 + C00080 + Z00026 + Z00030 => C01088 + C00003 + Z00026 + Z00030,C00141 + C00011 + C00004 + C00080 + Z00026 + Z00030,C01088 + C00003 + Z00026 + Z00030,39.0,40.0,39.5,R01211,1.1.1.84
R12635,reverse,KEGG,,C00475 + C00033 => C22293 + C00001,C00475 + C00033,C22293 + C00001,39.0,40.0,39.5,R12635,3.5.1.135
R00516,forward,KEGG,,C00075 + C00475 => C00015 + C00055,C00075 + C00475,C00015 + C00055,39.0,40.0,39.5,R00516,
R00517_v1,forward,KEGG (Modified),Mg,C00044 + C00475 + Z00029 => C00035 + C00055 + Z00029,C00044 + C00475 + Z00029,C00035 + C00055 + Z00029,39.0,40.0,39.5,R00517,2.7.1.48
R02137_v1,forward,KEGG (Modified),Ca,C00475 + C00001 + Z00055 => C00380 + C00121 + Z00055,C00475 + C00001 + Z00055,C00380 + C00121 + Z00055,39.0,40.0,39.5,R02137,3.2.2.8
R00513_v2,forward,KEGG (Modified),Mg,C00002 + C00475 + Z00029 => C00008 + C00055 + Z00029,C00002 + C00475 + Z00029,C00008 + C00055 + Z00029,39.0,40.0,39.5,R00513,"2.7.1.213, 2.7.1.48"
R03077_v1,forward,KEGG (Modified),Mn,C00075 + C03906 + Z00030 => C00013 + C00935 + Z00030,C00075 + C03906 + Z00030,C00013 + C00935 + Z00030,39.0,40.0,39.5,R03077,2.7.7.64
R03077_v2,forward,KEGG (Modified),Mg,C00075 + C03906 + Z00029 => C00013 + C00935 + Z00029,C00075 + C03906 + Z00029,C00013 + C00935 + Z00029,39.0,40.0,39.5,R03077,2.7.7.64
R00511_v2,reverse,KEGG (Modified),Co,C00475 + C00009 + Z00006 => C00055 + C00001 + Z00006,C00475 + C00009 + Z00006,C00055 + C00001 + Z00006,39.0,40.0,39.5,R00511,"3.1.3.5, 3.1.3.91"
R01387,forward,KEGG,,C00167 => C02330,C00167,C02330,39.0,40.0,39.5,R01387,
R00854,forward,KEGG,,C00052 + C00093 => C00015 + C04703,C00052 + C00093,C00015 + C04703,39.0,40.0,39.5,R00854,2.4.1.96
R03538_v1,reverse,KEGG (Modified),Fe,C01368 + Z00015 => C02355 + C00001 + Z00015,C01368 + Z00015,C02355 + C00001 + Z00015,39.0,40.0,39.5,R03538,3.1.4.16
R08589,forward,KEGG,,C17017 => C17018,C17017,C17018,39.0,40.0,39.5,R08589,4.1.99.29
R10902_v1,forward,KEGG (Modified),Zn,C00002 + C00483 + C00025 + Z00054 => C00008 + C00009 + C20926 + Z00054,C00002 + C00483 + C00025 + Z00054,C00008 + C00009 + C20926 + Z00054,39.0,40.0,39.5,R10902,6.3.4.24
