reaction,direction,source,coenzyme,equation,reactants,products,reactant_gen,product_gen,generation,reaction_id,ec_list
R09875,forward,KEGG,,C02166 + C00001 => C05951 + C00025,C02166 + C00001,C05951 + C00025,inf,inf,inf,R09875,
R09857,reverse,KEGG,,C00015 + C20139 => C00029 + C20138,C00015 + C20139,C00029 + C20138,inf,inf,inf,R09857,
R09858,forward,KEGG,,C20139 + C00169 => C20140 + C00009,C20139 + C00169,C20140 + C00009,inf,inf,inf,R09858,
R09858,reverse,KEGG,,C20140 + C00009 => C20139 + C00169,C20140 + C00009,C20139 + C00169,inf,inf,inf,R09858,
R09864_v1,forward,KEGG (Modified),Cytochrome,C20148 + C00007 + C03024 + Z00010 => C20149 + C03161 + C00001 + Z00010,C20148 + C00007 + C03024 + Z00010,C20149 + C03161 + C00001 + Z00010,inf,inf,inf,R09864,
R09867_v1,forward,KEGG (Modified),Cytochrome,C11898 + C00007 + C00005 + C00080 + Z00010 => C20151 + C00006 + C00001 + Z00010,C11898 + C00007 + C00005 + C00080 + Z00010,C20151 + C00006 + C00001 + Z00010,inf,inf,inf,R09867,
R09853,reverse,KEGG,,C20136 + C00009 => C20135 + C00169,C20136 + C00009,C20135 + C00169,inf,inf,inf,R09853,
R09854,forward,KEGG,,C20136 + C00630 => C20137 + C00010,C20136 + C00630,C20137 + C00010,inf,inf,inf,R09854,
R09854,reverse,KEGG,,C20137 + C00010 => C20136 + C00630,C20137 + C00010,C20136 + C00630,inf,inf,inf,R09854,
R09855,forward,KEGG,,C20137 => C20138,C20137,C20138,inf,inf,inf,R09855,
R09855,reverse,KEGG,,C20138 => C20137,C20138,C20137,inf,inf,inf,R09855,
R09856,forward,KEGG,,C00019 + C20138 => C00021 + C12045,C00019 + C20138,C00021 + C12045,inf,inf,inf,R09856,
R09856,reverse,KEGG,,C00021 + C12045 => C00019 + C20138,C00021 + C12045,C00019 + C20138,inf,inf,inf,R09856,
R09857,forward,KEGG,,C00029 + C20138 => C00015 + C20139,C00029 + C20138,C00015 + C20139,inf,inf,inf,R09857,
R05323,forward,KEGG,,C00019 + C04443 => C00021 + C01265,C00019 + C04443,C00021 + C01265,inf,inf,inf,R05323,
R05323,reverse,KEGG,,C00021 + C01265 => C00019 + C04443,C00021 + C01265,C00019 + C04443,inf,inf,inf,R05323,
R05324,forward,KEGG,,C00029 + C06738 => C06739 + C00015,C00029 + C06738,C06739 + C00015,inf,inf,inf,R05324,
R05324,reverse,KEGG,,C06739 + C00015 => C00029 + C06738,C06739 + C00015,C00029 + C06738,inf,inf,inf,R05324,
R05325,forward,KEGG,,C00029 + C03514 => C06740 + C00015,C00029 + C03514,C06740 + C00015,inf,inf,inf,R05325,
R05312,forward,KEGG,,C06726 + C00003 => C06725 + C00004 + C00080,C06726 + C00003,C06725 + C00004 + C00080,inf,inf,inf,R05312,
R05315,forward,KEGG,,C04687 + C00003 => C04670 + C00004 + C00080,C04687 + C00003,C04670 + C00004 + C00080,inf,inf,inf,R05315,
R05315,reverse,KEGG,,C04670 + C00004 + C00080 => C04687 + C00003,C04670 + C00004 + C00080,C04687 + C00003,inf,inf,inf,R05315,
R05303,reverse,KEGG,,C06569 + C00019 => C06566 + C00021,C06569 + C00019,C06566 + C00021,inf,inf,inf,R05303,
R05304,forward,KEGG,,C00801 + C00676 => C02269 + C03419,C00801 + C00676,C02269 + C03419,inf,inf,inf,R05304,
R05304,reverse,KEGG,,C02269 + C03419 => C00801 + C00676,C02269 + C03419,C00801 + C00676,inf,inf,inf,R05304,
R05310,forward,KEGG,,C06721 + C00003 => C06722 + C00004 + C00080,C06721 + C00003,C06722 + C00004 + C00080,inf,inf,inf,R05310,
R05302,forward,KEGG,,C06568 + C00026 + C00007 => C06569 + C00042 + C00011,C06568 + C00026 + C00007,C06569 + C00042 + C00011,inf,inf,inf,R05302,
R05303,forward,KEGG,,C06566 + C00021 => C06569 + C00019,C06566 + C00021,C06569 + C00019,inf,inf,inf,R05303,
R09883,forward,KEGG,,C04844 + C00001 => C20199 + C20240,C04844 + C00001,C20199 + C20240,inf,inf,inf,R09883,
R05286,reverse,KEGG,,C06755 + C00004 + C00080 => C06754 + C00003 + C00001,C06755 + C00004 + C00080,C06754 + C00003 + C00001,inf,inf,inf,R05286,
R05287,forward,KEGG,,C06755 + C00001 => C00160 + C01327,C06755 + C00001,C00160 + C01327,inf,inf,inf,R05287,
R05288_v1,forward,KEGG (Modified),"2Fe2S, FAD",2C00138 + 2C00080 + C06756 + C00007 + Z00013 + Z00001 => 2C00139 + C06757 + C00001 + Z00013 + Z00001,2C00138 + 2C00080 + C06756 + C00007 + Z00013 + Z00001,2C00139 + C06757 + C00001 + Z00013 + Z00001,inf,inf,inf,R05288,
R05289,forward,KEGG,,C06758 + C00006 + C00001 => C01454 + C00005 + C00080,C06758 + C00006 + C00001,C01454 + C00005 + C00080,inf,inf,inf,R05289,
R05289,reverse,KEGG,,C01454 + C00005 + C00080 => C06758 + C00006 + C00001,C01454 + C00005 + C00080,C06758 + C00006 + C00001,inf,inf,inf,R05289,
R05290,forward,KEGG,,C01454 + C00007 + C00004 + C00080 => C06729 + C00003,C01454 + C00007 + C00004 + C00080,C06729 + C00003,inf,inf,inf,R05290,
R05291,forward,KEGG,,C01454 + C00007 + C00005 + C00080 => C06729 + C00006,C01454 + C00007 + C00005 + C00080,C06729 + C00006,inf,inf,inf,R05291,
R05281,forward,KEGG,,C06677 + C00007 + C00004 + C00080 => C06678 + C00003 + C00001,C06677 + C00007 + C00004 + C00080,C06678 + C00003 + C00001,inf,inf,inf,R05281,
R05282_v1,forward,KEGG (Modified),Zn,C06757 + C00003 + Z00054 => C06758 + C00004 + C00080 + Z00054,C06757 + C00003 + Z00054,C06758 + C00004 + C00080 + Z00054,inf,inf,inf,R05282,
R05282_v1,reverse,KEGG (Modified),Zn,C06758 + C00004 + C00080 + Z00054 => C06757 + C00003 + Z00054,C06758 + C00004 + C00080 + Z00054,C06757 + C00003 + Z00054,inf,inf,inf,R05282,
R05284,forward,KEGG,,C06752 + C00001 => C06753 + C01327,C06752 + C00001,C06753 + C01327,inf,inf,inf,R05284,
R05285_v1,forward,KEGG (Modified),"PQQ, Ca",2C00125 + C06753 + Z00036 + Z00055 => 2C00126 + 2C00080 + C06754 + Z00036 + Z00055,2C00125 + C06753 + Z00036 + Z00055,2C00126 + 2C00080 + C06754 + Z00036 + Z00055,inf,inf,inf,R05285,
R05285_v1,reverse,KEGG (Modified),"PQQ, Ca",2C00126 + 2C00080 + C06754 + Z00036 + Z00055 => 2C00125 + C06753 + Z00036 + Z00055,2C00126 + 2C00080 + C06754 + Z00036 + Z00055,2C00125 + C06753 + Z00036 + Z00055,inf,inf,inf,R05285,
R05286,forward,KEGG,,C06754 + C00003 + C00001 => C06755 + C00004 + C00080,C06754 + C00003 + C00001,C06755 + C00004 + C00080,inf,inf,inf,R05286,
R05271,reverse,KEGG,,C06679 + C00004 + C00080 => C06678 + C00003,C06679 + C00004 + C00080,C06678 + C00003,inf,inf,inf,R05271,
R05272,forward,KEGG,,C06679 + C00003 + C00001 => C02236 + C00004 + C00080,C06679 + C00003 + C00001,C02236 + C00004 + C00080,inf,inf,inf,R05272,
R05272,reverse,KEGG,,C02236 + C00004 + C00080 => C06679 + C00003 + C00001,C02236 + C00004 + C00080,C06679 + C00003 + C00001,inf,inf,inf,R05272,
R05276,forward,KEGG,,C06387 + C01327 + C00006 => C06671 + C00005 + C00080,C06387 + C01327 + C00006,C06671 + C00005 + C00080,inf,inf,inf,R05276,
R05276,reverse,KEGG,,C06671 + C00005 + C00080 => C06387 + C01327 + C00006,C06671 + C00005 + C00080,C06387 + C01327 + C00006,inf,inf,inf,R05276,
R05277,forward,KEGG,,C06335 + C00568 => 4C00080 + C06673,C06335 + C00568,4C00080 + C06673,inf,inf,inf,R05277,
R05279,forward,KEGG,,2C00080 + C06335 + C00007 => C06674 + C00014,2C00080 + C06335 + C00007,C06674 + C00014,inf,inf,inf,R05279,
R05267,forward,KEGG,,C01327 + C00530 + C00127 => 2C00051 + C06601,C01327 + C00530 + C00127,2C00051 + C06601,inf,inf,inf,R05267,
R05267,reverse,KEGG,,2C00051 + C06601 => C01327 + C00530 + C00127,2C00051 + C06601,C01327 + C00530 + C00127,inf,inf,inf,R05267,
R05268,forward,KEGG,,C04596 + C00080 => C06637 + C00698,C04596 + C00080,C06637 + C00698,inf,inf,inf,R05268,
R05268,reverse,KEGG,,C06637 + C00698 => C04596 + C00080,C06637 + C00698,C04596 + C00080,inf,inf,inf,R05268,
R05269,forward,KEGG,,2C00051 + C06600 => C06601 + C00127 + C01327,2C00051 + C06600,C06601 + C00127 + C01327,inf,inf,inf,R05269,
R05269,reverse,KEGG,,C06601 + C00127 + C01327 => 2C00051 + C06600,C06601 + C00127 + C01327,2C00051 + C06600,inf,inf,inf,R05269,
R05271,forward,KEGG,,C06678 + C00003 => C06679 + C00004 + C00080,C06678 + C00003,C06679 + C00004 + C00080,inf,inf,inf,R05271,
R09929_v1,forward,KEGG (Modified),Zn,C20223 + C00006 + Z00054 => C17622 + C00005 + C00080 + Z00054,C20223 + C00006 + Z00054,C17622 + C00005 + C00080 + Z00054,inf,inf,inf,R09929,
R09929_v1,reverse,KEGG (Modified),Zn,C17622 + C00005 + C00080 + Z00054 => C20223 + C00006 + Z00054,C17622 + C00005 + C00080 + Z00054,C20223 + C00006 + Z00054,inf,inf,inf,R09929,
R09932,forward,KEGG,,C20227 + C00006 => C20226 + C00005 + C00080,C20227 + C00006,C20226 + C00005 + C00080,inf,inf,inf,R09932,
R09932,reverse,KEGG,,C20226 + C00005 + C00080 => C20227 + C00006,C20226 + C00005 + C00080,C20227 + C00006,inf,inf,inf,R09932,
R09933,forward,KEGG,,C20228 + C00006 => C20226 + C00005 + C00080,C20228 + C00006,C20226 + C00005 + C00080,inf,inf,inf,R09933,
R09933,reverse,KEGG,,C20226 + C00005 + C00080 => C20228 + C00006,C20226 + C00005 + C00080,C20228 + C00006,inf,inf,inf,R09933,
R09926_v1,forward,KEGG (Modified),Zn,C17621 + C00006 + Z00054 => C20222 + C00005 + C00080 + Z00054,C17621 + C00006 + Z00054,C20222 + C00005 + C00080 + Z00054,inf,inf,inf,R09926,
R09926_v1,reverse,KEGG (Modified),Zn,C20222 + C00005 + C00080 + Z00054 => C17621 + C00006 + Z00054,C20222 + C00005 + C00080 + Z00054,C17621 + C00006 + Z00054,inf,inf,inf,R09926,
R09927_v1,forward,KEGG (Modified),Zn,C20222 + C00006 + Z00054 => C17622 + C00005 + C00080 + Z00054,C20222 + C00006 + Z00054,C17622 + C00005 + C00080 + Z00054,inf,inf,inf,R09927,
R09927_v1,reverse,KEGG (Modified),Zn,C17622 + C00005 + C00080 + Z00054 => C20222 + C00006 + Z00054,C17622 + C00005 + C00080 + Z00054,C20222 + C00006 + Z00054,inf,inf,inf,R09927,
R09928_v1,forward,KEGG (Modified),Zn,C17621 + C00006 + Z00054 => C20223 + C00005 + C00080 + Z00054,C17621 + C00006 + Z00054,C20223 + C00005 + C00080 + Z00054,inf,inf,inf,R09928,
R09928_v1,reverse,KEGG (Modified),Zn,C20223 + C00005 + C00080 + Z00054 => C17621 + C00006 + Z00054,C20223 + C00005 + C00080 + Z00054,C17621 + C00006 + Z00054,inf,inf,inf,R09928,
R09918,forward,KEGG,,C19934 => C20201,C19934,C20201,inf,inf,inf,R09918,
R05256,forward,KEGG,,C06644 + C00007 => C06645,C06644 + C00007,C06645,inf,inf,inf,R05256,
R05257,forward,KEGG,,C06650 + C00007 => C06651,C06650 + C00007,C06651,inf,inf,inf,R05257,
R05259,forward,KEGG,,C06604 + C03024 + C00007 => C06606 + C03161 + C00087 + C00001,C06604 + C03024 + C00007,C06606 + C03161 + C00087 + C00001,inf,inf,inf,R05259,
R05261_v1,forward,KEGG (Modified),"2Fe2S, FAD, Fe, Ferredoxin",C06584 + C00007 + C00004 + C00080 + Z00016 + Z00015 + Z00013 + Z00001 => C06585 + C00003 + Z00016 + Z00015 + Z00013 + Z00001,C06584 + C00007 + C00004 + C00080 + Z00016 + Z00015 + Z00013 + Z00001,C06585 + C00003 + Z00016 + Z00015 + Z00013 + Z00001,inf,inf,inf,R05261,
R05262_v1,forward,KEGG (Modified),"2Fe2S, FAD, Fe, Ferredoxin",C06584 + C00007 + C00005 + C00080 + Z00016 + Z00015 + Z00013 + Z00001 => C06585 + C00006 + Z00016 + Z00015 + Z00013 + Z00001,C06584 + C00007 + C00005 + C00080 + Z00016 + Z00015 + Z00013 + Z00001,C06585 + C00006 + Z00016 + Z00015 + Z00013 + Z00001,inf,inf,inf,R05262,
R05263_v1,forward,KEGG (Modified),"2Fe2S, FAD, Fe, Ferredoxin",C06588 + C00007 + C00004 + C00080 + Z00016 + Z00015 + Z00013 + Z00001 => C06589 + C00003 + Z00016 + Z00015 + Z00013 + Z00001,C06588 + C00007 + C00004 + C00080 + Z00016 + Z00015 + Z00013 + Z00001,C06589 + C00003 + Z00016 + Z00015 + Z00013 + Z00001,inf,inf,inf,R05263,
R05264_v1,forward,KEGG (Modified),"2Fe2S, FAD, Fe, Ferredoxin",C06588 + C00007 + C00005 + C00080 + Z00016 + Z00015 + Z00013 + Z00001 => C06589 + C00006 + Z00016 + Z00015 + Z00013 + Z00001,C06588 + C00007 + C00005 + C00080 + Z00016 + Z00015 + Z00013 + Z00001,C06589 + C00006 + Z00016 + Z00015 + Z00013 + Z00001,inf,inf,inf,R05264,
R05266_v1,forward,KEGG (Modified),"2Fe2S, FAD, NAD/NADP",2C00138 + 2C00080 + C06575 + C00007 + Z00032 + Z00013 + Z00001 => 2C00139 + C06576 + C00001 + Z00032 + Z00013 + Z00001,2C00138 + 2C00080 + C06575 + C00007 + Z00032 + Z00013 + Z00001,2C00139 + C06576 + C00001 + Z00032 + Z00013 + Z00001,inf,inf,inf,R05266,
R05243,reverse,KEGG,,C06600 + C00004 + C00080 => C06599 + C00003,C06600 + C00004 + C00080,C06599 + C00003,inf,inf,inf,R05243,
R05245_v1,forward,KEGG (Modified),Fe,C06586 + C00007 + Z00015 => C06587 + Z00015,C06586 + C00007 + Z00015,C06587 + Z00015,inf,inf,inf,R05245,
R05245_v2,forward,KEGG (Modified),Mn,C06586 + C00007 + Z00030 => C06587 + Z00030,C06586 + C00007 + Z00030,C06587 + Z00030,inf,inf,inf,R05245,
R05247_v1,forward,KEGG (Modified),"2Fe2S, Fe, Ferredoxin",C06578 + C00007 + C00004 + C00080 + Z00015 + Z00016 + Z00001 => C06579 + C00003 + Z00015 + Z00016 + Z00001,C06578 + C00007 + C00004 + C00080 + Z00015 + Z00016 + Z00001,C06579 + C00003 + Z00015 + Z00016 + Z00001,inf,inf,inf,R05247,
R05248,forward,KEGG,,C06580 + C00007 => C06581,C06580 + C00007,C06581,inf,inf,inf,R05248,
R05251,forward,KEGG,,C06639 + C00001 => 4C00080 + C06640,C06639 + C00001,4C00080 + C06640,inf,inf,inf,R05251,
R05252,reverse,KEGG,,C06648 + C00001 => C02370,C06648 + C00001,C02370,inf,inf,inf,R05252,
R05255,reverse,KEGG,,C06638 + C00028 => 2C00080 + C06637 + C00030,C06638 + C00028,2C00080 + C06637 + C00030,inf,inf,inf,R05255,
R05237,forward,KEGG,,C06613 + C00001 => 2C00080 + C06614,C06613 + C00001,2C00080 + C06614,inf,inf,inf,R05237,
R05238,forward,KEGG,,C16348 + C00001 => 2C00080 + C06615,C16348 + C00001,2C00080 + C06615,inf,inf,inf,R05238,
R05239,forward,KEGG,,C06589 + C00003 => C02526 + C00004 + C00080,C06589 + C00003,C02526 + C00004 + C00080,inf,inf,inf,R05239,
R05240,forward,KEGG,,C06579 + C00003 => C06580 + C00004 + C00080,C06579 + C00003,C06580 + C00004 + C00080,inf,inf,inf,R05240,
R05240,reverse,KEGG,,C06580 + C00004 + C00080 => C06579 + C00003,C06580 + C00004 + C00080,C06579 + C00003,inf,inf,inf,R05240,
R05241,forward,KEGG,,C06585 + C00003 => C06586 + C00004 + C00080,C06585 + C00003,C06586 + C00004 + C00080,inf,inf,inf,R05241,
R05243,forward,KEGG,,C06599 + C00003 => C06600 + C00004 + C00080,C06599 + C00003,C06600 + C00004 + C00080,inf,inf,inf,R05243,
R05233_v2,forward,KEGG (Modified),Zn,C06611 + C00003 + Z00054 => C06613 + C00004 + C00080 + Z00054,C06611 + C00003 + Z00054,C06613 + C00004 + C00080 + Z00054,inf,inf,inf,R05233,
R05233_v2,reverse,KEGG (Modified),Zn,C06613 + C00004 + C00080 + Z00054 => C06611 + C00003 + Z00054,C06613 + C00004 + C00080 + Z00054,C06611 + C00003 + Z00054,inf,inf,inf,R05233,
R05234_v1,forward,KEGG (Modified),Fe,C06612 + C00003 + Z00015 => C16348 + C00004 + C00080 + Z00015,C06612 + C00003 + Z00015,C16348 + C00004 + C00080 + Z00015,inf,inf,inf,R05234,
R05234_v1,reverse,KEGG (Modified),Fe,C16348 + C00004 + C00080 + Z00015 => C06612 + C00003 + Z00015,C16348 + C00004 + C00080 + Z00015,C06612 + C00003 + Z00015,inf,inf,inf,R05234,
R05234_v2,forward,KEGG (Modified),Zn,C06612 + C00003 + Z00054 => C16348 + C00004 + C00080 + Z00054,C06612 + C00003 + Z00054,C16348 + C00004 + C00080 + Z00054,inf,inf,inf,R05234,
R05234_v2,reverse,KEGG (Modified),Zn,C16348 + C00004 + C00080 + Z00054 => C06612 + C00003 + Z00054,C16348 + C00004 + C00080 + Z00054,C06612 + C00003 + Z00054,inf,inf,inf,R05234,
R05235,forward,KEGG,,C06577 + C00003 + C00001 => C06578 + C00004 + C00080,C06577 + C00003 + C00001,C06578 + C00004 + C00080,inf,inf,inf,R05235,
R05235,reverse,KEGG,,C06578 + C00004 + C00080 => C06577 + C00003 + C00001,C06578 + C00004 + C00080,C06577 + C00003 + C00001,inf,inf,inf,R05235,
R05232,forward,KEGG,,C06576 + C00003 => C06577 + C00004 + C00080,C06576 + C00003,C06577 + C00004 + C00080,inf,inf,inf,R05232,
R05232,reverse,KEGG,,C06577 + C00004 + C00080 => C06576 + C00003,C06577 + C00004 + C00080,C06576 + C00003,inf,inf,inf,R05232,
R05233_v1,forward,KEGG (Modified),Fe,C06611 + C00003 + Z00015 => C06613 + C00004 + C00080 + Z00015,C06611 + C00003 + Z00015,C06613 + C00004 + C00080 + Z00015,inf,inf,inf,R05233,
R05233_v1,reverse,KEGG (Modified),Fe,C06613 + C00004 + C00080 + Z00015 => C06611 + C00003 + Z00015,C06613 + C00004 + C00080 + Z00015,C06611 + C00003 + Z00015,inf,inf,inf,R05233,
R05219,forward,KEGG,,C06320 + C00033 + C00021 => C06416 + C00019 + C00001,C06320 + C00033 + C00021,C06416 + C00019 + C00001,inf,inf,inf,R05219,
R05219,reverse,KEGG,,C06416 + C00019 + C00001 => C06320 + C00033 + C00021,C06416 + C00019 + C00001,C06320 + C00033 + C00021,inf,inf,inf,R05219,
R05199_v1,forward,KEGG (Modified),Zn,C04261 + C00140 + Z00054 => C00615 + C00357 + Z00054,C04261 + C00140 + Z00054,C00615 + C00357 + Z00054,inf,inf,inf,R05199,
R05199_v1,reverse,KEGG (Modified),Zn,C00615 + C00357 + Z00054 => C04261 + C00140 + Z00054,C00615 + C00357 + Z00054,C04261 + C00140 + Z00054,inf,inf,inf,R05199,
R05207,forward,KEGG,,C05952 + C00025 => C06462 + C00001,C05952 + C00025,C06462 + C00001,inf,inf,inf,R05207,
R05207,reverse,KEGG,,C06462 + C00001 => C05952 + C00025,C06462 + C00001,C05952 + C00025,inf,inf,inf,R05207,
R05181,reverse,KEGG,,C00021 + C06416 => C00019 + C06407,C00021 + C06416,C00019 + C06407,inf,inf,inf,R05181,
R05182_v1,forward,KEGG (Modified),"FAD, FMN, Flavoprotein",2C00019 + 2C06409 + C00005 + C00080 + Z00014 + Z00019 + Z00013 => 2C06410 + 2C00021 + C00006 + Z00014 + Z00019 + Z00013,2C00019 + 2C06409 + C00005 + C00080 + Z00014 + Z00019 + Z00013,2C06410 + 2C00021 + C00006 + Z00014 + Z00019 + Z00013,inf,inf,inf,R05182,
R05183_v1,forward,KEGG (Modified),"Flavoprotein, Generic Flavin, Molybdopterin, Generic FeS",C06414 + C00028 + C00001 + Z00021 + Z00063 + Z00019 + Z00031 => C16715 + C00030 + Z00021 + Z00063 + Z00019 + Z00031,C06414 + C00028 + C00001 + Z00021 + Z00063 + Z00019 + Z00031,C16715 + C00030 + Z00021 + Z00063 + Z00019 + Z00031,inf,inf,inf,R05183,
R05174,forward,KEGG,,C06390 => C06392 + C00001,C06390,C06392 + C00001,inf,inf,inf,R05174,
R05175,forward,KEGG,,C06395 => C06396,C06395,C06396,inf,inf,inf,R05175,
R05175,reverse,KEGG,,C06396 => C06395,C06396,C06395,inf,inf,inf,R05175,
R05179,forward,KEGG,,3C00019 + C06403 + C00080 => 3C00021 + C06404,3C00019 + C06403 + C00080,3C00021 + C06404,inf,inf,inf,R05179,
R05180,forward,KEGG,,C00019 + C06406 => C00021 + C06407,C00019 + C06406,C00021 + C06407,inf,inf,inf,R05180,
R05181,forward,KEGG,,C00019 + C06407 => C00021 + C06416,C00019 + C06407,C00021 + C06416,inf,inf,inf,R05181,
R05169,forward,KEGG,,2C00001 + C06381 => 2C00014 + C06384 + C00011,2C00001 + C06381,2C00014 + C06384 + C00011,inf,inf,inf,R05169,
R05170,forward,KEGG,,C06381 + C00001 => C06382 + C00014,C06381 + C00001,C06382 + C00014,inf,inf,inf,R05170,
R05171,forward,KEGG,,C06382 => C06383 + C00011,C06382,C06383 + C00011,inf,inf,inf,R05171,
R05171,reverse,KEGG,,C06383 + C00011 => C06382,C06383 + C00011,C06382,inf,inf,inf,R05171,
R05172,forward,KEGG,,C06383 + C00001 => C06384 + C00014,C06383 + C00001,C06384 + C00014,inf,inf,inf,R05172,
R05172,reverse,KEGG,,C06384 + C00014 => C06383 + C00001,C06384 + C00014,C06383 + C00001,inf,inf,inf,R05172,
R05173,forward,KEGG,,C06388 => C06389 + C00011,C06388,C06389 + C00011,inf,inf,inf,R05173,
R05173,reverse,KEGG,,C06389 + C00011 => C06388,C06389 + C00011,C06388,inf,inf,inf,R05173,
R09986,forward,KEGG,,C20261 + C00003 => C20260 + C00004 + C00080,C20261 + C00003,C20260 + C00004 + C00080,inf,inf,inf,R09986,
R09986,reverse,KEGG,,C20260 + C00004 + C00080 => C20261 + C00003,C20260 + C00004 + C00080,C20261 + C00003,inf,inf,inf,R09986,
R05162,reverse,KEGG,,C00021 + C06348 => C00019 + C06346,C00021 + C06348,C00019 + C06346,inf,inf,inf,R05162,
R05163,forward,KEGG,,C00223 + C06361 => C00010 + C06363,C00223 + C06361,C00010 + C06363,inf,inf,inf,R05163,
R05167,reverse,KEGG,,C01606 + C00706 => C06374 + C00001,C01606 + C00706,C06374 + C00001,inf,inf,inf,R05167,
R05152_v2,forward,KEGG (Modified),"2Fe2S, FAD, Molybdopterin, Mo",C06413 + C00028 + C00001 + Z00001 + Z00064 + Z00013 + Z00031 => C06415 + C00030 + Z00001 + Z00064 + Z00013 + Z00031,C06413 + C00028 + C00001 + Z00001 + Z00064 + Z00013 + Z00031,C06415 + C00030 + Z00001 + Z00064 + Z00013 + Z00031,inf,inf,inf,R05152,
R05153,forward,KEGG,,C06328 + C00007 => C06329,C06328 + C00007,C06329,inf,inf,inf,R05153,
R05154,forward,KEGG,,C06343 + C00007 + C00004 + C00080 => C06330 + C00003 + C00001,C06343 + C00007 + C00004 + C00080,C06330 + C00003 + C00001,inf,inf,inf,R05154,
R05155,forward,KEGG,,C06331 + C00007 => C06332 + C00237,C06331 + C00007,C06332 + C00237,inf,inf,inf,R05155,
R05156_v1,forward,KEGG (Modified),"2Fe2S, Fe",C06333 + C00007 + C00004 + C00080 + Z00015 + Z00001 => C06336 + C00014 + C00003 + Z00015 + Z00001,C06333 + C00007 + C00004 + C00080 + Z00015 + Z00001,C06336 + C00014 + C00003 + Z00015 + Z00001,inf,inf,inf,R05156,
R05157,forward,KEGG,,C06338 + C00007 + C00004 + C00080 => C06339 + C00003,C06338 + C00007 + C00004 + C00080,C06339 + C00003,inf,inf,inf,R05157,
R05158_v1,forward,KEGG (Modified),Fe,C06338 + C00007 + C00004 + C00080 + Z00015 => C06342 + C00003 + C00001 + Z00015,C06338 + C00007 + C00004 + C00080 + Z00015,C06342 + C00003 + C00001 + Z00015,inf,inf,inf,R05158,
R05162,forward,KEGG,,C00019 + C06346 => C00021 + C06348,C00019 + C06346,C00021 + C06348,inf,inf,inf,R05162,
R05144,reverse,KEGG,,C06247 + C03313 + C00011 + C00007 => C06246 + C05849 + C00001,C06247 + C03313 + C00011 + C00007,C06246 + C05849 + C00001,inf,inf,inf,R05144,
R05146,reverse,KEGG,,C06251 + C00229 => C05223 + C06025,C06251 + C00229,C05223 + C06025,inf,inf,inf,R05146,
R05150,forward,KEGG,,C06319 + C00006 => C06320 + C00005 + C00080,C06319 + C00006,C06320 + C00005 + C00080,inf,inf,inf,R05150,
R05151_v1,forward,KEGG (Modified),Molybdopterin,C06323 + C00028 + C00001 + Z00031 => C06324 + C00030 + Z00031,C06323 + C00028 + C00001 + Z00031,C06324 + C00030 + Z00031,inf,inf,inf,R05151,
R05152_v1,forward,KEGG (Modified),"FAD, Molybdopterin, Generic FeS, Mo",C06413 + C00028 + C00001 + Z00063 + Z00064 + Z00013 + Z00031 => C06415 + C00030 + Z00063 + Z00064 + Z00013 + Z00031,C06413 + C00028 + C00001 + Z00063 + Z00064 + Z00013 + Z00031,C06415 + C00030 + Z00063 + Z00064 + Z00013 + Z00031,inf,inf,inf,R05152,
R05134_v2,forward,KEGG (Modified),"Mn, NAD/NADP",C06188 + C00001 + Z00032 + Z00030 => C02323 + C01172 + Z00032 + Z00030,C06188 + C00001 + Z00032 + Z00030,C02323 + C01172 + Z00032 + Z00030,inf,inf,inf,R05134,
R05134_v2,reverse,KEGG (Modified),"Mn, NAD/NADP",C02323 + C01172 + Z00032 + Z00030 => C06188 + C00001 + Z00032 + Z00030,C02323 + C01172 + Z00032 + Z00030,C06188 + C00001 + Z00032 + Z00030,inf,inf,inf,R05134,
R05134_v3,forward,KEGG (Modified),M2,C06188 + C00001 + Z00069 => C02323 + C01172 + Z00069,C06188 + C00001 + Z00069,C02323 + C01172 + Z00069,inf,inf,inf,R05134,
R05134_v3,reverse,KEGG (Modified),M2,C02323 + C01172 + Z00069 => C06188 + C00001 + Z00069,C02323 + C01172 + Z00069,C06188 + C00001 + Z00069,inf,inf,inf,R05134,
R05140,forward,KEGG,,C00031 + C06215 => C00089 + C06215,C00031 + C06215,C00089 + C06215,inf,inf,inf,R05140,
R10012,forward,KEGG,,C20278 + C00003 + C00001 => C20279 + C00014 + C00004 + C00080,C20278 + C00003 + C00001,C20279 + C00014 + C00004 + C00080,inf,inf,inf,R10012,
R10012,reverse,KEGG,,C20279 + C00014 + C00004 + C00080 => C20278 + C00003 + C00001,C20279 + C00014 + C00004 + C00080,C20278 + C00003 + C00001,inf,inf,inf,R10012,
R10013,forward,KEGG,,C20279 => C16138 + C00001,C20279,C16138 + C00001,inf,inf,inf,R10013,
R10003,forward,KEGG,,C20271 + C00002 + C00010 => C00020 + C00013 + C07160,C20271 + C00002 + C00010,C00020 + C00013 + C07160,inf,inf,inf,R10003,
R10003,reverse,KEGG,,C00020 + C00013 + C07160 => C20271 + C00002 + C00010,C00020 + C00013 + C07160,C20271 + C00002 + C00010,inf,inf,inf,R10003,
R09987,forward,KEGG,,C20261 + C00006 => C20260 + C00005 + C00080,C20261 + C00006,C20260 + C00005 + C00080,inf,inf,inf,R09987,
R09987,reverse,KEGG,,C20260 + C00005 + C00080 => C20261 + C00006,C20260 + C00005 + C00080,C20261 + C00006,inf,inf,inf,R09987,
